k,covered,hallucinations,recall,precision,F1,F0_5,F2
29,28,1,0.3684210526315789,0.9655172413793104,0.5333333333333333,0.7291666666666667,0.4204204204204204
30,29,1,0.3815789473684211,0.9666666666666667,0.5471698113207547,0.7397959183673469,0.43413173652694614
31,30,1,0.39473684210526316,0.967741935483871,0.5607476635514018,0.75,0.4477611940298508
32,31,1,0.40789473684210525,0.96875,0.5740740740740741,0.7598039215686274,0.4613095238095238
33,32,1,0.42105263157894735,0.9696969696969697,0.5871559633027523,0.7692307692307692,0.47477744807121663
34,33,1,0.4342105263157895,0.9705882352941176,0.6000000000000001,0.7783018867924528,0.4881656804733727
35,34,1,0.4473684210526316,0.9714285714285714,0.6126126126126126,0.787037037037037,0.5014749262536873
36,35,1,0.4605263157894737,0.9722222222222222,0.625,0.7954545454545453,0.5147058823529411
37,36,1,0.47368421052631576,0.972972972972973,0.6371681415929203,0.8035714285714286,0.5278592375366569
38,37,1,0.4868421052631579,0.9736842105263158,0.649122807017544,0.8114035087719298,0.5409356725146198
39,37,2,0.4868421052631579,0.9487179487179487,0.6434782608695652,0.7974137931034483,0.5393586005830905
40,38,2,0.5,0.95,0.6551724137931034,0.8050847457627118,0.5523255813953488
41,39,2,0.5131578947368421,0.9512195121951219,0.6666666666666667,0.8125,0.5652173913043478
42,40,2,0.5263157894736842,0.9523809523809523,0.6779661016949152,0.819672131147541,0.5780346820809249
43,41,2,0.5394736842105263,0.9534883720930233,0.6890756302521007,0.8266129032258065,0.590778097982709
44,42,2,0.5526315789473685,0.9545454545454546,0.7000000000000001,0.8333333333333335,0.6034482758620692
45,43,2,0.5657894736842105,0.9555555555555556,0.7107438016528925,0.83984375,0.6160458452722063
46,44,2,0.5789473684210527,0.9565217391304348,0.721311475409836,0.8461538461538463,0.6285714285714287
47,44,3,0.5789473684210527,0.9361702127659575,0.7154471544715447,0.8333333333333334,0.6267806267806267
48,45,3,0.5921052631578947,0.9375,0.7258064516129032,0.8395522388059702,0.6392045454545454
49,46,3,0.6052631578947368,0.9387755102040817,0.736,0.8455882352941176,0.651558073654391
50,46,4,0.6052631578947368,0.92,0.7301587301587301,0.8333333333333335,0.6497175141242939
51,46,5,0.6052631578947368,0.9019607843137255,0.7244094488188977,0.8214285714285714,0.647887323943662
52,47,5,0.618421052631579,0.9038461538461539,0.734375,0.8274647887323944,0.6601123595505618
53,48,5,0.631578947368421,0.9056603773584906,0.7441860465116278,0.8333333333333334,0.6722689075630252
54,48,6,0.631578947368421,0.8888888888888888,0.7384615384615385,0.821917808219178,0.6703910614525139
55,49,6,0.6447368421052632,0.8909090909090909,0.7480916030534351,0.8277027027027026,0.6824512534818942
56,49,7,0.6447368421052632,0.875,0.7424242424242424,0.8166666666666668,0.6805555555555557
57,50,7,0.6578947368421053,0.8771929824561403,0.7518796992481203,0.8223684210526314,0.6925207756232687
58,50,8,0.6578947368421053,0.8620689655172413,0.746268656716418,0.8116883116883117,0.6906077348066298
59,50,9,0.6578947368421053,0.847457627118644,0.7407407407407407,0.8012820512820512,0.6887052341597796
60,50,10,0.6578947368421053,0.8333333333333334,0.7352941176470588,0.7911392405063291,0.6868131868131868
61,51,10,0.6710526315789473,0.8360655737704918,0.7445255474452555,0.796875,0.6986301369863013
62,52,10,0.6842105263157895,0.8387096774193549,0.7536231884057972,0.802469135802469,0.7103825136612021
63,53,10,0.6973684210526315,0.8412698412698413,0.7625899280575539,0.8079268292682927,0.7220708446866485
64,53,11,0.6973684210526315,0.828125,0.7571428571428572,0.7981927710843373,0.7201086956521737
65,53,12,0.6973684210526315,0.8153846153846154,0.7517730496453899,0.788690476190476,0.7181571815718156
66,53,13,0.6973684210526315,0.803030303030303,0.7464788732394365,0.7794117647058822,0.7162162162162162
67,54,13,0.7105263157894737,0.8059701492537313,0.7552447552447553,0.7848837209302324,0.7277628032345012
68,54,14,0.7105263157894737,0.7941176470588235,0.7499999999999999,0.7758620689655172,0.7258064516129032
69,55,14,0.7236842105263158,0.7971014492753623,0.7586206896551724,0.78125,0.7372654155495978
70,55,15,0.7236842105263158,0.7857142857142857,0.7534246575342466,0.7724719101123596,0.7352941176470588
71,55,16,0.7236842105263158,0.7746478873239436,0.7482993197278911,0.7638888888888888,0.7333333333333333
72,56,16,0.7368421052631579,0.7777777777777778,0.7567567567567567,0.7692307692307692,0.7446808510638296
73,56,17,0.7368421052631579,0.7671232876712328,0.7516778523489932,0.7608695652173914,0.7427055702917772
74,56,18,0.7368421052631579,0.7567567567567568,0.7466666666666667,0.7526881720430109,0.7407407407407407
75,56,19,0.7368421052631579,0.7466666666666667,0.7417218543046358,0.7446808510638298,0.7387862796833772
76,56,20,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579
77,56,21,0.7368421052631579,0.7272727272727273,0.7320261437908497,0.7291666666666669,0.7349081364829396
78,56,22,0.7368421052631579,0.717948717948718,0.7272727272727273,0.7216494845360825,0.7329842931937173
79,57,22,0.75,0.7215189873417721,0.735483870967742,0.7270408163265306,0.7441253263707571
80,57,23,0.75,0.7125,0.7307692307692308,0.7196969696969697,0.7421875
81,57,24,0.75,0.7037037037037037,0.7261146496815287,0.7125,0.7402597402597403
82,57,25,0.75,0.6951219512195121,0.721518987341772,0.7054455445544553,0.7383419689119171
83,57,26,0.75,0.6867469879518072,0.7169811320754716,0.6985294117647058,0.7364341085271318
84,58,26,0.7631578947368421,0.6904761904761905,0.725,0.7038834951456312,0.7474226804123713
85,58,27,0.7631578947368421,0.6823529411764706,0.7204968944099379,0.6971153846153847,0.7455012853470437
86,58,28,0.7631578947368421,0.6744186046511628,0.7160493827160495,0.6904761904761905,0.7435897435897436
87,59,28,0.7763157894736842,0.6781609195402298,0.7239263803680982,0.695754716981132,0.7544757033248082
88,60,28,0.7894736842105263,0.6818181818181818,0.7317073170731707,0.7009345794392523,0.7653061224489796
89,61,28,0.8026315789473685,0.6853932584269663,0.7393939393939394,0.7060185185185185,0.7760814249363868
90,61,29,0.8026315789473685,0.6777777777777778,0.7349397590361447,0.6995412844036698,0.7741116751269036
91,61,30,0.8026315789473685,0.6703296703296703,0.7305389221556886,0.6931818181818181,0.7721518987341771
92,61,31,0.8026315789473685,0.6630434782608695,0.7261904761904762,0.6869369369369369,0.7702020202020202
93,62,31,0.8157894736842105,0.6666666666666666,0.7337278106508874,0.6919642857142857,0.7808564231738034
94,63,31,0.8289473684210527,0.6702127659574468,0.7411764705882352,0.6969026548672567,0.7914572864321608
95,63,32,0.8289473684210527,0.6631578947368421,0.736842105263158,0.6907894736842105,0.7894736842105262
96,63,33,0.8289473684210527,0.65625,0.7325581395348838,0.6847826086956522,0.7875000000000001
97,63,34,0.8289473684210527,0.6494845360824743,0.7283236994219654,0.6788793103448275,0.7855361596009974
98,63,35,0.8289473684210527,0.6428571428571429,0.7241379310344829,0.6730769230769231,0.7835820895522388
99,63,36,0.8289473684210527,0.6363636363636364,0.7200000000000001,0.6673728813559322,0.781637717121588
100,63,37,0.8289473684210527,0.63,0.715909090909091,0.6617647058823529,0.7797029702970296
101,64,37,0.8421052631578947,0.6336633663366337,0.7231638418079095,0.6666666666666667,0.7901234567901235
102,65,37,0.8552631578947368,0.6372549019607843,0.7303370786516854,0.6714876033057852,0.8004926108374385
103,65,38,0.8552631578947368,0.6310679611650486,0.7262569832402235,0.6659836065573772,0.7985257985257986
104,66,38,0.868421052631579,0.6346153846153846,0.7333333333333333,0.6707317073170732,0.8088235294117647
105,66,39,0.868421052631579,0.6285714285714286,0.7292817679558011,0.6653225806451613,0.8068459657701713
106,66,40,0.868421052631579,0.6226415094339622,0.7252747252747254,0.66,0.8048780487804879
107,66,41,0.868421052631579,0.616822429906542,0.721311475409836,0.6547619047619047,0.802919708029197
108,66,42,0.868421052631579,0.6111111111111112,0.7173913043478262,0.6496062992125984,0.8009708737864079
109,66,43,0.868421052631579,0.6055045871559633,0.7135135135135134,0.64453125,0.7990314769975787
110,66,44,0.868421052631579,0.6,0.7096774193548387,0.6395348837209304,0.7971014492753624
111,66,45,0.868421052631579,0.5945945945945946,0.7058823529411766,0.6346153846153847,0.7951807228915663
112,66,46,0.868421052631579,0.5892857142857143,0.7021276595744681,0.6297709923664122,0.7932692307692307
113,66,47,0.868421052631579,0.584070796460177,0.6984126984126985,0.625,0.7913669064748203
114,66,48,0.868421052631579,0.5789473684210527,0.6947368421052632,0.6203007518796994,0.7894736842105263
115,66,49,0.868421052631579,0.5739130434782609,0.6910994764397906,0.6156716417910448,0.7875894988066827
116,66,50,0.868421052631579,0.5689655172413793,0.6875000000000001,0.6111111111111112,0.7857142857142857
117,66,51,0.868421052631579,0.5641025641025641,0.6839378238341969,0.6066176470588235,0.7838479809976246
118,66,52,0.868421052631579,0.559322033898305,0.6804123711340205,0.6021897810218977,0.7819905213270141
119,66,53,0.868421052631579,0.5546218487394958,0.676923076923077,0.5978260869565218,0.7801418439716313
120,66,54,0.868421052631579,0.55,0.673469387755102,0.5935251798561151,0.7783018867924528
121,66,55,0.868421052631579,0.5454545454545454,0.6700507614213198,0.5892857142857142,0.7764705882352941
122,66,56,0.868421052631579,0.5409836065573771,0.6666666666666666,0.5851063829787234,0.7746478873239436
123,66,57,0.868421052631579,0.5365853658536586,0.663316582914573,0.5809859154929579,0.772833723653396
124,66,58,0.868421052631579,0.532258064516129,0.66,0.576923076923077,0.7710280373831777
125,66,59,0.868421052631579,0.528,0.6567164179104478,0.5729166666666669,0.7692307692307694
126,66,60,0.868421052631579,0.5238095238095238,0.6534653465346535,0.5689655172413793,0.7674418604651162
127,66,61,0.868421052631579,0.5196850393700787,0.6502463054187192,0.565068493150685,0.7656612529002321
128,67,61,0.881578947368421,0.5234375,0.6568627450980392,0.5697278911564626,0.7754629629629629
129,67,62,0.881578947368421,0.5193798449612403,0.6536585365853659,0.5658783783783784,0.7736720554272517
130,67,63,0.881578947368421,0.5153846153846153,0.6504854368932038,0.5620805369127516,0.7718894009216588
131,67,64,0.881578947368421,0.5114503816793893,0.6473429951690821,0.5583333333333332,0.7701149425287357
132,68,64,0.8947368421052632,0.5151515151515151,0.6538461538461537,0.5629139072847682,0.7798165137614678
133,68,65,0.8947368421052632,0.5112781954887218,0.6507177033492823,0.5592105263157895,0.7780320366132724
134,68,66,0.8947368421052632,0.5074626865671642,0.6476190476190476,0.5555555555555557,0.7762557077625571
135,69,66,0.9078947368421053,0.5111111111111111,0.6540284360189573,0.560064935064935,0.785876993166287
136,69,67,0.9078947368421053,0.5073529411764706,0.6509433962264151,0.5564516129032256,0.7840909090909091
137,69,68,0.9078947368421053,0.5036496350364964,0.647887323943662,0.5528846153846155,0.7823129251700681
138,69,69,0.9078947368421053,0.5,0.6448598130841121,0.5493630573248408,0.7805429864253394
139,69,70,0.9078947368421053,0.49640287769784175,0.641860465116279,0.5458860759493671,0.7787810383747178
140,69,71,0.9078947368421053,0.4928571428571429,0.6388888888888888,0.5424528301886793,0.7770270270270271
141,69,72,0.9078947368421053,0.48936170212765956,0.6359447004608295,0.5390624999999999,0.7752808988764045
142,69,73,0.9078947368421053,0.4859154929577465,0.6330275229357798,0.5357142857142858,0.773542600896861
143,69,74,0.9078947368421053,0.4825174825174825,0.6301369863013698,0.5324074074074074,0.7718120805369129
144,69,75,0.9078947368421053,0.4791666666666667,0.6272727272727273,0.5291411042944785,0.7700892857142857
145,69,76,0.9078947368421053,0.47586206896551725,0.6244343891402715,0.5259146341463415,0.7683741648106904
146,69,77,0.9078947368421053,0.4726027397260274,0.6216216216216216,0.5227272727272727,0.7666666666666666
147,69,78,0.9078947368421053,0.46938775510204084,0.6188340807174888,0.5195783132530121,0.7649667405764967
148,69,79,0.9078947368421053,0.46621621621621623,0.6160714285714286,0.5164670658682635,0.7632743362831859
149,69,80,0.9078947368421053,0.46308724832214765,0.6133333333333334,0.5133928571428572,0.7615894039735099
150,69,81,0.9078947368421053,0.46,0.6106194690265487,0.5103550295857989,0.759911894273128
151,69,82,0.9078947368421053,0.45695364238410596,0.6079295154185023,0.5073529411764705,0.7582417582417582
152,69,83,0.9078947368421053,0.45394736842105265,0.6052631578947368,0.5043859649122806,0.756578947368421
153,69,84,0.9078947368421053,0.45098039215686275,0.6026200873362445,0.5014534883720929,0.7549234135667396
154,69,85,0.9078947368421053,0.44805194805194803,0.6,0.4985549132947977,0.7532751091703056
155,69,86,0.9078947368421053,0.44516129032258067,0.5974025974025974,0.49568965517241387,0.7516339869281047
156,69,87,0.9078947368421053,0.4423076923076923,0.5948275862068966,0.49285714285714294,0.7500000000000001
157,69,88,0.9078947368421053,0.4394904458598726,0.592274678111588,0.49005681818181823,0.7483731019522777
158,69,89,0.9078947368421053,0.43670886075949367,0.5897435897435898,0.4872881355932204,0.7467532467532468
159,69,90,0.9078947368421053,0.4339622641509434,0.5872340425531914,0.4845505617977529,0.7451403887688985
160,69,91,0.9078947368421053,0.43125,0.5847457627118645,0.48184357541899436,0.7435344827586207
161,69,92,0.9078947368421053,0.42857142857142855,0.5822784810126582,0.47916666666666663,0.7419354838709677
162,69,93,0.9078947368421053,0.42592592592592593,0.5798319327731092,0.4765193370165747,0.7403433476394851
163,69,94,0.9078947368421053,0.4233128834355828,0.5774058577405857,0.4739010989010989,0.7387580299785866
164,69,95,0.9078947368421053,0.42073170731707316,0.5750000000000001,0.47131147540983603,0.7371794871794872
165,69,96,0.9078947368421053,0.41818181818181815,0.5726141078838174,0.46875,0.7356076759061834
166,69,97,0.9078947368421053,0.41566265060240964,0.5702479338842975,0.4662162162162163,0.7340425531914894
167,69,98,0.9078947368421053,0.41317365269461076,0.5679012345679012,0.46370967741935476,0.7324840764331209
168,69,99,0.9078947368421053,0.4107142857142857,0.5655737704918034,0.4612299465240642,0.7309322033898306
169,69,100,0.9078947368421053,0.40828402366863903,0.563265306122449,0.4587765957446809,0.7293868921775899
170,69,101,0.9078947368421053,0.40588235294117647,0.5609756097560976,0.4563492063492063,0.7278481012658228
171,69,102,0.9078947368421053,0.40350877192982454,0.5587044534412956,0.45394736842105265,0.7263157894736844
172,69,103,0.9078947368421053,0.4011627906976744,0.5564516129032258,0.45157068062827227,0.7247899159663865
173,69,104,0.9078947368421053,0.3988439306358382,0.5542168674698795,0.44921875000000006,0.7232704402515724
174,69,105,0.9078947368421053,0.39655172413793105,0.5519999999999999,0.44689119170984465,0.7217573221757323
175,69,106,0.9078947368421053,0.3942857142857143,0.549800796812749,0.4445876288659794,0.720250521920668
176,69,107,0.9078947368421053,0.39204545454545453,0.5476190476190476,0.4423076923076924,0.71875
177,69,108,0.9078947368421053,0.3898305084745763,0.5454545454545455,0.4400510204081633,0.7172557172557172
178,69,109,0.9078947368421053,0.38764044943820225,0.5433070866141733,0.43781725888324874,0.7157676348547719
179,69,110,0.9078947368421053,0.3854748603351955,0.5411764705882354,0.43560606060606055,0.7142857142857142
180,69,111,0.9078947368421053,0.38333333333333336,0.5390625000000001,0.43341708542713564,0.712809917355372
181,70,111,0.9210526315789473,0.3867403314917127,0.5447470817120622,0.43750000000000006,0.7216494845360826
182,71,111,0.9342105263157895,0.3901098901098901,0.5503875968992248,0.4415422885572139,0.7304526748971193
183,72,111,0.9473684210526315,0.39344262295081966,0.555984555984556,0.4455445544554455,0.7392197125256673
184,73,111,0.9605263157894737,0.3967391304347826,0.5615384615384615,0.4495073891625616,0.7479508196721312
185,74,111,0.9736842105263158,0.4,0.5670498084291188,0.4534313725490196,0.7566462167689161
186,75,111,0.9868421052631579,0.4032258064516129,0.5725190839694656,0.4573170731707317,0.7653061224489796
187,76,111,1.0,0.40641711229946526,0.5779467680608364,0.4611650485436894,0.7739307535641547
188,77,111,1.013157894736842,0.4095744680851064,0.5833333333333334,0.46497584541062803,0.7825203252032521
189,78,111,1.0263157894736843,0.4126984126984127,0.5886792452830188,0.46874999999999994,0.7910750507099391
190,79,111,1.0394736842105263,0.41578947368421054,0.5939849624060151,0.47248803827751196,0.7995951417004048
191,80,111,1.0526315789473684,0.418848167539267,0.5992509363295879,0.4761904761904761,0.8080808080808081
192,81,111,1.0657894736842106,0.421875,0.6044776119402985,0.4798578199052133,0.8165322580645162
193,82,111,1.0789473684210527,0.42487046632124353,0.6096654275092936,0.48349056603773594,0.8249496981891348
194,83,111,1.0921052631578947,0.42783505154639173,0.6148148148148147,0.48708920187793425,0.8333333333333333
195,84,111,1.105263157894737,0.4307692307692308,0.6199261992619927,0.4906542056074767,0.8416833667334671
196,85,111,1.118421052631579,0.4336734693877551,0.625,0.4941860465116279,0.8500000000000001
197,86,111,1.131578947368421,0.4365482233502538,0.63003663003663,0.49768518518518523,0.8582834331337326
198,87,111,1.144736842105263,0.4393939393939394,0.635036496350365,0.5011520737327189,0.8665338645418326
199,88,111,1.1578947368421053,0.44221105527638194,0.64,0.5045871559633028,0.874751491053678
200,89,111,1.1710526315789473,0.445,0.6449275362318841,0.5079908675799086,0.882936507936508
201,90,111,1.1842105263157894,0.44776119402985076,0.6498194945848376,0.5113636363636365,0.8910891089108912
202,91,111,1.1973684210526316,0.4504950495049505,0.6546762589928058,0.5147058823529412,0.8992094861660079
203,92,111,1.2105263157894737,0.45320197044334976,0.6594982078853047,0.5180180180180181,0.9072978303747534
204,93,111,1.2236842105263157,0.45588235294117646,0.6642857142857143,0.5213004484304933,0.9153543307086613
205,94,111,1.236842105263158,0.4585365853658537,0.6690391459074734,0.5245535714285714,0.9233791748526523
206,95,111,1.25,0.46116504854368934,0.6737588652482269,0.5277777777777778,0.9313725490196079
207,96,111,1.263157894736842,0.463768115942029,0.6784452296819788,0.5309734513274336,0.939334637964775
208,97,111,1.2763157894736843,0.46634615384615385,0.6830985915492958,0.5341409691629956,0.947265625
209,98,111,1.2894736842105263,0.4688995215311005,0.6877192982456141,0.5372807017543859,0.9551656920077972
210,99,111,1.3026315789473684,0.4714285714285714,0.6923076923076924,0.5403930131004367,0.9630350194552529
211,100,111,1.3157894736842106,0.47393364928909953,0.6968641114982579,0.5434782608695652,0.970873786407767
212,101,111,1.3289473684210527,0.47641509433962265,0.701388888888889,0.5465367965367965,0.9786821705426356
213,102,111,1.3421052631578947,0.4788732394366197,0.7058823529411764,0.5495689655172413,0.9864603481624756
214,103,111,1.355263157894737,0.48130841121495327,0.7103448275862069,0.5525751072961373,0.9942084942084941
215,104,111,1.368421052631579,0.48372093023255813,0.7147766323024054,0.5555555555555555,1.001926782273603
216,105,111,1.381578947368421,0.4861111111111111,0.7191780821917808,0.5585106382978723,1.0096153846153846
217,106,111,1.394736842105263,0.48847926267281105,0.7235494880546074,0.5614406779661016,1.0172744721689058
218,107,111,1.4078947368421053,0.4908256880733945,0.7278911564625851,0.5643459915611815,1.024904214559387
219,108,111,1.4210526315789473,0.4931506849315068,0.7322033898305085,0.5672268907563025,1.032504780114723
220,109,111,1.4342105263157894,0.4954545454545455,0.7364864864864864,0.5700836820083683,1.0400763358778626
221,110,111,1.4473684210526316,0.497737556561086,0.7407407407407407,0.5729166666666666,1.0476190476190477
222,111,111,1.4605263157894737,0.5,0.7449664429530202,0.5757261410788381,1.0551330798479088
223,112,111,1.4736842105263157,0.5022421524663677,0.7491638795986623,0.578512396694215,1.062618595825427
224,113,111,1.486842105263158,0.5044642857142857,0.7533333333333334,0.581275720164609,1.0700757575757576
225,114,111,1.5,0.5066666666666667,0.7574750830564784,0.584016393442623,1.0775047258979207
226,115,111,1.513157894736842,0.5088495575221239,0.76158940397351,0.5867346938775511,1.0849056603773586
227,116,111,1.5263157894736843,0.5110132158590308,0.7656765676567655,0.589430894308943,1.0922787193973635
228,117,111,1.5394736842105263,0.5131578947368421,0.7697368421052632,0.5921052631578947,1.099624060150376
229,118,111,1.5526315789473684,0.5152838427947598,0.7737704918032787,0.5947580645161291,1.1069418386491556
230,119,111,1.5657894736842106,0.5173913043478261,0.7777777777777778,0.5973895582329317,1.1142322097378277
231,120,111,1.5789473684210527,0.5194805194805194,0.7817589576547231,0.6,1.1214953271028039
232,121,111,1.5921052631578947,0.521551724137931,0.7857142857142857,0.6025896414342631,1.1287313432835822
233,122,111,1.605263157894737,0.5236051502145923,0.7896440129449839,0.6051587301587301,1.1359404096834265
234,123,111,1.618421052631579,0.5256410256410257,0.7935483870967742,0.607707509881423,1.1431226765799256
235,124,111,1.631578947368421,0.5276595744680851,0.7974276527331189,0.6102362204724409,1.150278293135436
236,125,111,1.644736842105263,0.5296610169491526,0.8012820512820513,0.6127450980392157,1.1574074074074072
237,126,111,1.6578947368421053,0.5316455696202531,0.8051118210862618,0.615234375,1.1645101663585953
238,127,111,1.6710526315789473,0.5336134453781513,0.8089171974522292,0.6177042801556419,1.1715867158671585
239,128,111,1.6842105263157894,0.5355648535564853,0.8126984126984126,0.6201550387596899,1.1786372007366481
240,129,111,1.6973684210526316,0.5375,0.8164556962025317,0.6225868725868726,1.1856617647058825
241,130,111,1.7105263157894737,0.5394190871369294,0.8201892744479495,0.625,1.1926605504587156
242,131,111,1.7236842105263157,0.5413223140495868,0.8238993710691824,0.6273946360153256,1.1996336996336996
243,132,111,1.736842105263158,0.5432098765432098,0.8275862068965516,0.6297709923664122,1.206581352833638
244,133,111,1.75,0.5450819672131147,0.83125,0.6321292775665399,1.2135036496350364
245,134,111,1.763157894736842,0.5469387755102041,0.8348909657320872,0.6344696969696969,1.2204007285974496
246,135,111,1.7763157894736843,0.5487804878048781,0.8385093167701865,0.6367924528301888,1.2272727272727275
247,136,111,1.7894736842105263,0.5506072874493927,0.8421052631578947,0.6390977443609022,1.234119782214156
248,137,111,1.8026315789473684,0.5524193548387096,0.8456790123456789,0.641385767790262,1.240942028985507
249,138,111,1.8157894736842106,0.5542168674698795,0.8492307692307693,0.6436567164179103,1.2477396021699818
250,139,111,1.8289473684210527,0.556,0.852760736196319,0.645910780669145,1.2545126353790612
251,140,111,1.8421052631578947,0.5577689243027888,0.856269113149847,0.6481481481481481,1.261261261261261
252,141,111,1.855263157894737,0.5595238095238095,0.8597560975609756,0.6503690036900368,1.2679856115107913
253,142,111,1.868421052631579,0.5612648221343873,0.8632218844984801,0.6525735294117647,1.2746858168761221
254,143,111,1.881578947368421,0.562992125984252,0.8666666666666666,0.6547619047619047,1.2813620071684586
255,144,111,1.894736842105263,0.5647058823529412,0.8700906344410877,0.656934306569343,1.2880143112701252
256,145,111,1.9078947368421053,0.56640625,0.8734939759036144,0.6590909090909091,1.294642857142857
257,146,111,1.9210526315789473,0.5680933852140078,0.8768768768768768,0.6612318840579711,1.301247771836007
258,147,111,1.9342105263157894,0.5697674418604651,0.8802395209580839,0.6633574007220217,1.3078291814946619
259,148,111,1.9473684210526316,0.5714285714285714,0.8835820895522387,0.6654676258992804,1.314387211367673
260,149,111,1.9605263157894737,0.573076923076923,0.8869047619047618,0.6675627240143368,1.3209219858156027
261,150,111,1.9736842105263157,0.5747126436781609,0.8902077151335311,0.6696428571428572,1.327433628318584
262,151,111,1.986842105263158,0.5763358778625954,0.893491124260355,0.6717081850533808,1.3339222614840989
263,152,111,2.0,0.5779467680608364,0.8967551622418878,0.6737588652482269,1.3403880070546736
264,153,111,2.013157894736842,0.5795454545454546,0.9,0.6757950530035336,1.346830985915493
265,154,111,2.026315789473684,0.5811320754716981,0.9032258064516129,0.6778169014084506,1.353251318101933
266,155,111,2.039473684210526,0.5827067669172933,0.9064327485380118,0.6798245614035087,1.3596491228070173
267,156,111,2.0526315789473686,0.5842696629213483,0.9096209912536442,0.6818181818181818,1.3660245183887916
268,157,111,2.0657894736842106,0.585820895522388,0.9127906976744186,0.6837979094076654,1.3723776223776223
269,158,111,2.0789473684210527,0.587360594795539,0.9159420289855073,0.6857638888888888,1.3787085514834205
270,159,111,2.0921052631578947,0.5888888888888889,0.9190751445086706,0.6877162629757786,1.3850174216027875
271,160,111,2.1052631578947367,0.5904059040590406,0.9221902017291066,0.689655172413793,1.3913043478260871
272,161,111,2.1184210526315788,0.5919117647058824,0.925287356321839,0.6915807560137457,1.3975694444444444
273,162,111,2.1315789473684212,0.5934065934065934,0.9283667621776505,0.6934931506849316,1.4038128249566724
274,163,111,2.1447368421052633,0.5948905109489051,0.9314285714285714,0.6953924914675766,1.4100346020761245
275,164,111,2.1578947368421053,0.5963636363636363,0.9344729344729346,0.6972789115646258,1.4162348877374782
276,165,111,2.1710526315789473,0.5978260869565217,0.9374999999999999,0.6991525423728813,1.422413793103448
277,166,111,2.1842105263157894,0.5992779783393501,0.9405099150141641,0.7010135135135136,1.4285714285714284
278,167,111,2.1973684210526314,0.6007194244604317,0.9435028248587572,0.702861952861953,1.434707903780069
279,168,111,2.210526315789474,0.6021505376344086,0.9464788732394367,0.7046979865771813,1.4408233276157805
280,169,111,2.223684210526316,0.6035714285714285,0.9494382022471909,0.7065217391304348,1.4469178082191783
281,170,111,2.236842105263158,0.604982206405694,0.9523809523809524,0.7083333333333334,1.4529914529914532
282,171,111,2.25,0.6063829787234043,0.9553072625698324,0.7101328903654486,1.4590443686006827
283,172,111,2.263157894736842,0.607773851590106,0.958217270194986,0.7119205298013244,1.4650766609880748
284,173,111,2.276315789473684,0.6091549295774648,0.961111111111111,0.7136963696369638,1.4710884353741498
285,174,111,2.289473684210526,0.6105263157894737,0.9639889196675899,0.7154605263157896,1.4770797962648559
