#,Hall.,H. Type,Unnamed: 3,L0,L0_ii,L0_iii,L0_iv,L1,L2,Q0,Q0_ii,Q0_iii,Q0_iv,Q1,Q2,M0,M0_ii,M0_iii,M0_iv,M1,M2,G0,G0_ii,G0_iii,G0_iv,G1,G2,Unnamed: 28,L0.1,L0_ii.1,L0_iii.1,L0_iv.1,L1.1,L2.1,Q0.1,Q0_ii.1,Q0_iii.1,Q0_iv.1,Q1.1,Q2.1,M0.1,M0_ii.1,M0_iii.1,M0_iv.1,M1.1,M2.1,G0.1,G0_ii.1,G0_iii.1,G0_iv.1,G1.1,G2.1,Unnamed: 53,L0.2,L0_ii.2,L0_iii.2,L0_iv.2,L1.2,L2.2,Q0.2,Q0_ii.2,Q0_iii.2,Q0_iv.2,Q1.2,Q2.2,M0.2,M0_ii.2,M0_iii.2,M0_iv.2,M1.2,M2.2,G0.2,G0_ii.2,G0_iii.2,G0_iv.2,G1.2,G2.2,Unnamed: 78,L0.3,L0_ii.3,L0_iii.3,L0_iv.3,L1.3,L2.3,Q0.3,Q0_ii.3,Q0_iii.3,Q0_iv.3,Q1.3,Q2.3,M0.3,M0_ii.3,M0_iii.3,M0_iv.3,M1.3,M2.3,G0.3,G0_ii.3,G0_iii.3,G0_iv.3,G1.3,G2.3,Unnamed: 103,Support,Prec. Macro,Prec. Macro Balanced,Prec. Micro A,Prec. Micro B,E1_score,E2_score,E3_score,E4_score,E5_score,Rank,is_hall,is_real,k,cum_covered,cum_hall
L0_ii.2.3,Yes,Scope misalignment,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,True,False,109,56,53
L2.1.2,Yes,Scope misalignment,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,893","0,89","0,89",0.89,1.0,0.893,0.89,0.89,16,True,False,110,56,54
G0_iv.4.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,111,56,55
Q2.4.2,Yes,Scope misalignment,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1.0,"0,72","0,724","0,72","0,72",0.72,1.0,0.724,0.72,0.72,16,True,False,112,56,56
M0_iii.4.2,Yes,Template drift,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,113,56,57
G1.4.2,Yes,Contextual misfit,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1.0,"0,60","0,600","0,60","0,60",0.6,1.0,0.6,0.6,0.6,16,True,False,114,56,58
G1.4.3,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1.0,"0,60","0,600","0,60","0,60",0.6,1.0,0.6,0.6,0.6,16,True,False,115,56,59
L0_ii.6.2,Yes,Template drift,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,True,False,116,56,60
GS.6.3,No,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,False,True,117,57,60
GS.5.4,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,893","0,89","0,89",0.89,1.0,0.893,0.89,0.89,16,False,True,118,58,60
G0.4.1,Yes,Template drift,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,119,58,61
G0.4.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,120,58,62
GS.4.14,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,893","0,89","0,89",0.89,1.0,0.893,0.89,0.89,16,False,True,121,59,62
Q0.4.7,Yes,Contextual misfit,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,122,59,63
GS.4.9,No,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,False,True,123,60,63
Q2.10.5,Yes,Template drift,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1.0,"0,72","0,724","0,72","0,72",0.72,1.0,0.724,0.72,0.72,16,True,False,124,60,64
Q0.10.6,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,125,60,65
G1.9.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1.0,"0,60","0,600","0,60","0,60",0.6,1.0,0.6,0.6,0.6,16,True,False,126,60,66
Q2.9.6,Yes,Architectural infeasibility,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1.0,"0,72","0,724","0,72","0,72",0.72,1.0,0.724,0.72,0.72,16,True,False,127,60,67
Q0_iii.7.2,Yes,Contextual misfit,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,128,60,68
L0_iii.7.2,Yes,Contextual misfit,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,True,False,129,60,69
M0_iv.7.5,Yes,Contextual misfit,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,130,60,70
M0_iv.7.3,Yes,Contextual misfit,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,131,60,71
GS.7.8,No,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,1.0,"0,80","0,800","0,80","0,80",0.8,1.0,0.8,0.8,0.8,16,False,True,132,61,71
GS.7.7,No,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,1.0,"0,80","0,800","0,80","0,80",0.8,1.0,0.8,0.8,0.8,16,False,True,133,62,71
L0_ii.7.2,Yes,Template drift,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,True,False,134,62,72
GS.7.9,No,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,False,True,135,63,72
G0_iv.5.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,136,63,73
G0.6.3,Yes,Template drift,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,137,63,74
M0_ii.7.5,Yes,Contextual misfit,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,138,63,75
M0_ii.7.1,Yes,Architectural infeasibility,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,139,63,76
G1.5.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1.0,"0,60","0,600","0,60","0,60",0.6,1.0,0.6,0.6,0.6,16,True,False,140,63,77
G0_iv.5.1,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,141,63,78
Q0.4.12,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,142,63,79
Q0.4.11,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,143,63,80
Q0.4.2,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,144,63,81
Q0_ii.4.2,Yes,Template drift,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,145,63,82
Q0_iii.4.3,Yes,Scope misalignment,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,146,63,83
Q0_iii.4.4,Yes,Contextual misfit,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,147,63,84
Q2.9.2,Yes,Architectural infeasibility,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1.0,"0,72","0,724","0,72","0,72",0.72,1.0,0.724,0.72,0.72,16,True,False,148,63,85
M2.8.5,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1.0,"0,61","0,606","0,61","0,61",0.61,1.0,0.606,0.61,0.61,16,True,False,149,63,86
M0_iv.8.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,150,63,87
M0_iv.8.1,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,151,63,88
M0_iii.8.3,Yes,Template drift,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,True,False,152,63,89
M2.8.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1.0,"0,61","0,606","0,61","0,61",0.61,1.0,0.606,0.61,0.61,16,True,False,153,63,90
L0_iii.8.5,Yes,Template drift,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,True,False,154,63,91
GS.9.5,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,893","0,89","0,89",0.89,1.0,0.893,0.89,0.89,16,False,True,155,64,91
G1.10.1,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1.0,"0,60","0,600","0,60","0,60",0.6,1.0,0.6,0.6,0.6,16,True,False,156,64,92
M2.10.5,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,,,,,,,,,,,,,,,,,,"0,61",,,,,,,,1.0,"0,61","0,606","0,61","0,61",0.61,1.0,0.606,0.61,0.61,16,True,False,157,64,93
Q0.10.5,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,158,64,94
Q0.10.3,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,159,64,95
GS.9.7,No,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1.0,"0,72","0,724","0,72","0,72",0.72,1.0,0.724,0.72,0.72,16,False,True,160,65,95
Q0.9.4,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,161,65,96
Q0_ii.9.4,Yes,Template drift,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,162,65,97
G2.9.4,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,1.0,"0,74","0,737","0,74","0,74",0.74,1.0,0.737,0.74,0.74,16,True,False,163,65,98
L0_iv.10.5,Yes,Template drift,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,78",,,,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,222","0,89","0,78",0.89,1.0,0.222,0.89,0.78,16,True,False,164,65,99
L1.10.2,Yes,Template drift,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,,,,,"0,80",,,,,,,,,,,,,,,,,,,,,1.0,"0,80","0,800","0,80","0,80",0.8,1.0,0.8,0.8,0.8,16,True,False,165,65,100
Q0.10.2,Yes,Template drift,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,166,65,101
L2.10.2,Yes,Template drift,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,893","0,89","0,89",0.89,1.0,0.893,0.89,0.89,16,True,False,167,65,102
GS.10.9,No,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,False,True,168,66,102
GS.10.8,No,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1.0,"0,72","0,724","0,72","0,72",0.72,1.0,0.724,0.72,0.72,16,False,True,169,67,102
GS.10.10,No,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,"0,65",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,1.0,"0,66","0,165","0,65","0,49",0.66,1.0,0.165,0.65,0.49,16,False,True,170,68,102
GS.10.7,No,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,,,,,,"0,89",,,,,,,,,,,,,,,,,,,,1.0,"0,89","0,893","0,89","0,89",0.89,1.0,0.893,0.89,0.89,16,False,True,171,69,102
G1.10.3,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1.0,"0,60","0,600","0,60","0,60",0.6,1.0,0.6,0.6,0.6,16,True,False,172,69,103
G1.10.2,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,1.0,"0,60","0,600","0,60","0,60",0.6,1.0,0.6,0.6,0.6,16,True,False,173,69,104
G0_iii.10.1,Yes,Template drift,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,174,69,105
G0_iv.10.4,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,85",,,,,,,,,,,,,,,,,,,,,,,,,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,"0,68",,,,1.0,"0,85","0,855","0,84","0,68",0.85,1.0,0.855,0.84,0.68,16,True,False,175,69,106
Q2.10.4,Yes,Template drift,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,"0,72",,,,,,,,,,,,,,1.0,"0,72","0,724","0,72","0,72",0.72,1.0,0.724,0.72,0.72,16,True,False,176,69,107
Q1.10.3,Yes,Template drift,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,1.0,"0,75","0,750","0,75","0,75",0.75,1.0,0.75,0.75,0.75,16,True,False,177,69,108
M1.10.2,Yes,Architectural infeasibility,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,,,,,,,,,,,,,,,,,"0,75",,,,,,,,,1.0,"0,75","0,750","0,75","0,75",0.75,1.0,0.75,0.75,0.75,16,True,False,178,69,109
Q0_iii.10.2,Yes,Contextual misfit,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,"0,49",,,,,,,,,,,,,,,,,1.0,"0,76","0,190","0,74","0,49",0.76,1.0,0.19,0.74,0.49,16,True,False,179,69,110
